"","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"1","Samsung Type C Wired in-Ear Earphones  ","Sam B","Verified Purchase","Reviewed in Australia on 31 January 2024","4.5 out of 5 stars","        Value for money is insane with these. Bought for mainly podcast and music and prefer the sound profile over my air pod pros.Tried with gaming, and if you plan to play anything with guns and shooting I think these are a little harsh and fatiguing. I would suggest spending within the $150-$300aud area if games are your main focus.On a side note, the build quality for this price range is kind of mind boggling.  "
"2","Samsung Type C Wired in-Ear Earphones  ","Yagz","Verified Purchase","Reviewed in Australia on 19 January 2024","5.0 out of 5 stars","        Youll need to set them up but they are really good value for money. Sound quality is excellent.  "
"3","Samsung Type C Wired in-Ear Earphones  ","Sam B","Verified Purchase","Reviewed in Australia on 31 January 2024","3.0 out of 5 stars","        I'm quite picky with audio but I trust crin and I was not disappointed. I needed new  earbuds while my expensive ones were in the shop getting fixed so I took a chance on these and I am thoroughly impressed  "
"4","Samsung Type C Wired in-Ear Earphones  ","N","Verified Purchase","Reviewed in Australia on 21 January 2024","5.0 out of 5 stars","        Wanted to try some iem for gaming as getting me hot after long play sessions. So far these have been great alternative when paired with a usb microphone for gaming.  "
"5","Samsung Type C Wired in-Ear Earphones  ","Damon S","Verified Purchase","Reviewed in Australia on 7 January 2024","5.0 out of 5 stars","        Get these if you didn't get the original zeros.Good for the price  "
"6","Samsung Type C Wired in-Ear Earphones  ","J Murphy","Verified Purchase","Reviewed in Australia on 5 January 2024","5.0 out of 5 stars","      Cero quejas. Tonalidad practicamente perfecta. Cómodos, y trae varias almohadillas de distintos tamaño.    "
"7","Samsung Type C Wired in-Ear Earphones  ","Hooflee","Verified Purchase","Reviewed in Australia on 20 December 2023","5.0 out of 5 stars","      Diría que estoy sorprendido pero no es el caso. Estos IEMs presentan una claridad y precisión a la que no tienen derecho por el precio que tienen. Vienen avalados por Crinacle, que para los que no seáis del mundo del audio, viene a ser el referente en análisis de este tipo de auriculares.Lo que sí me ha sorprendido, es ver una reseña que a la vez usa la palabra sibilancia y dice que el sonido es sucio y sin graves. Amigo, sácate la cera de los oídos.Por el precio que tienen, son compra recomendadísima. Eso sí, a tener en cuenta que aislan bastante del sonido exterior, si quieres algo más abierto, no son para ti.    "
"8","Samsung Type C Wired in-Ear Earphones  ","Kike","Verified Purchase","Reviewed in Mexico on 13 February 2024","5.0 out of 5 stars","        I daily drive the original zeros at work, and picked this up as replacements for a set i use offsite.  The standard zeroes have excellent audio quality, great comfort, remain in-ear at all times (due to the quite comfortable over the ear hook), and were absurd value for the price.The Zero:2's are all of that still, but they somehow managed to improve the audio quality more.  It's not like the Zeroes are bad by any means, I mean I'm writing this as I have the originals on my head right now.  What I can say though is that you will not be disappointed if you purchase these either as a fresh purchase or upgrades from your existing set.And then there's the price.  I purchased these for roughly $20 USD.  Normally for that price in stores, you'll end up with a pair of earbuds that will stop working in six months.  I have been using the original Zeroes for a year now and have yet to have any hiccups at all with them.The one downside is the cord length.  It is well constructed and highly durable, but it is also on the shorter side.  I use my headphones to go from my desktop mounted workstation to my head.  It's not that far of a distance, maybe 2ft tops.  The length of the cord is roughly 3ft, so that's not bad for most users, and if you're just going from a laptop, handheld, or mobile it's going to be fine.  However if you do have a bit of a longer run, you may want to pick up a headphone extension cable along with this.  "
"9","Samsung Type C Wired in-Ear Earphones  ","Daniel","Verified Purchase","Reviewed in Spain on 6 March 2024","5.0 out of 5 stars","      En av de lägst distande lurarna på marknaden oavsett pris. Dock är de medföljande kuddarna för små för att sluta tätt. Recension: https://www.audiosciencereview.com/forum/index.php?threads/7hz-x-crinacle-zero-2-iem-review.50534/    "
"10","Samsung Type C Wired in-Ear Earphones  ","Kurt Ellzey","Verified Purchase","Reviewed in the United States on 19 January 2024","5.0 out of 5 stars","      Tout d'abord, ce qui ne va pas : les oreillettes en silicone (rouges) pré-installées sont trop petites pour moi. Et les autres oreillettes fournies sont... plus petites. Donc, direction ma réserve d'oreillettes en mousse de chez Klim (diamètre 4,9mm).Une fois tout en place, j'ai un son comme je l'aime : clair sans être criard, précis, des graves honorables mais pas baveux : un pur bonheur, à tarif doux. Et je ne l'ai pas encore rôdé !D'aucuns prétendent qu'il faut s'empresser de changer de câble : peut-être. Pour l'instant, celui d'origine me convient, bien que trop court. J'essaierai sans doute plus tard, par curiosité.Bref, vous l'aurez compris, je recommande vivement ce casque intra AVEC des embouts en mousse adaptés. Je ne peux pas parler du rendu avec les embouts d'origine et d'un embout à l'autre, le son peut beaucoup changer sur des intras.    "
